C12Y101/00	CH-OH結合を電子供与体とする (1.1)
C12Y101/03008	L-グロノラクトンオキシダーゼ (1.1.3.8)
C12Y101/03009	ガラクトースオキシダーゼ (1.1.3.9)
C12Y101/0301	ピラノースオキシダーゼ (1.1.3.10)
C12Y101/03011	L-ソルボースオキシダーゼ (1.1.3.11)
C12Y101/03012	ピリドキシン-4-オキシダーゼ (1.1.3.12)
C12Y101/03013	アルコールオキシダーゼ (1.1.3.13)
C12Y101/03014	カテコールオキシダーゼ (二量体化) (1.1.3.14)
C12Y101/03015	(S)-2-ヒドロキシ酸オキシダーゼ (1.1.3.15)
C12Y101/03016	エクジソンオキシダーゼ (1.1.3.16)
C12Y101/03017	コリンオキシダーゼ (1.1.3.17)
C12Y101/03018	第2級アルコールオキシダーゼ (1.1.3.18)
C12Y101/03019	4-ヒドロキシマンデル酸オキシダーゼ (1.1.3.19)
C12Y101/0302	長鎖アルコールオキシダーゼ (1.1.3.20)
C12Y101/03021	グリセロール-3-リン酸オキシダーゼ (1.1.3.21)
C12Y101/03023	チアミンオキシダーゼ (1.1.3.23)
C12Y101/03027	ヒドロキシフィタン酸オキシダーゼ (1.1.3.27)
C12Y101/03028	ヌクレオシドオキシダーゼ (1.1.3.28)
C12Y101/03029	N-アシルヘキソサミンオキシダーゼ (1.1.3.29)
C12Y101/0303	ポリビニルアルコールオキシダーゼ (1.1.3.30)
C12Y101/03037	D-アラビノノ-1,4-ラクトンオキシダーゼ (1.1.3.37)
C12Y101/03038	バニリルアルコールオキシダーゼ (1.1.3.38)
C12Y101/03039	ヌクレオシドオキシダーゼ (H2O2形成) (1.1.3.39)
C12Y101/0304	D-マンニトールオキシダーゼ (1.1.3.40)
C12Y101/03041	キシリトールオキシダーゼ (1.1.3.41)
C12Y101/03042	プロソラナピロンオキシダーゼ (1.1.3.42)
C12Y101/03043	
C12Y101/03044	
C12Y101/04	ジスルフィドが電子受容体 (1.1.4)
C12Y101/04001	ビタミンKエポキシドレダクターゼ (ワルファリン感受性) (1.1.4.1)
C12Y101/04002	ビタミンKエポキシドレダクターゼ (ワルファリン非感受性) (1.1.4.2)
C12Y101/05	キノンあるいはその類似化合物を用いる (1.1.5)
C12Y101/05002	キノプロテイングルコースデヒドロゲナーゼ (1.1.5.2)
C12Y101/05003	グリセロール-3-リン酸デヒドロゲナーゼ (1.1.5.3)
C12Y101/05004	リンゴ酸デヒドロゲナーゼ (キノン) (1.1.5.4)
C12Y101/05005	アルコールデヒドロゲナーゼ (キノン) (1.1.5.5)
C12Y101/05006	ギ酸デヒドロゲナーゼ-N (1.1.5.6)
C12Y101/05007	環状アルコールデヒドロゲナーゼ (キノン) (1.1.5.7)
C12Y101/05008	キナ酸デヒドロゲナーゼ (キノン) (1.1.5.8)
C12Y101/09	銅タンパク質を電子受容体として用いる (1.1.9)
C12Y101/09001	アルコールデヒドロゲナーゼ（アズリン） (1.1.9.1)
C12Y101/98	その他、未知な電子受容体を用いる (1.1.98)
C12Y101/98002	グルコース-6-リン酸デヒドロゲナーゼ (補酵素F420) (1.1.98.2)
C12Y101/98003	
C12Y101/99	その他の電子受容体を用いる (1.1.99)
C12Y101/99001	コリンデヒドロゲナーゼ (1.1.99.1)
C12Y101/99002	2-ヒドロキシグルタル酸デヒドロゲナーゼ (1.1.99.2)
C12Y101/99003	グルコン酸-2-デヒドロゲナーゼ (受容体) (1.1.99.3)
C12Y101/99004	デヒドログルコン酸デヒドロゲナーゼ (1.1.99.4)
C12Y101/99006	D-2-ヒドロキシ酸デヒドロゲナーゼ (1.1.99.6)
C12Y101/99007	乳酸リンゴ酸トランスヒドロゲナーゼ (1.1.99.7)
C12Y101/99008	アルコールデヒドロゲナーゼ（受容体） (1.1.99.8)
C12Y101/99009	ピリドキシン-5-デビトロゲナーゼ (1.1.99.9)
C12Y101/9901	グルコースデヒドロゲナーゼ (受容体) (1.1.99.10)
C12Y101/99011	フルクトース-5-デヒドロゲナーゼ (1.1.99.11)
C12Y101/99012	ソルボースデヒドロゲナーゼ (1.1.99.12)
C12Y101/99013	グルコシド-3-デヒドロゲナーゼ (1.1.99.13)
C12Y101/99014	グリコール酸デヒドロゲナーゼ (1.1.99.14)
C12Y101/99018	セロビオースデヒドロゲナーゼ (受容体) (1.1.99.18)
C12Y101/9902	アルカン-1-オールデヒドロゲナーゼ (受容体) (1.1.99.20)
C12Y101/99021	D-ソルビトールデヒドロゲナーゼ (受容体) (1.1.99.21)
C12Y101/99022	グリセロールデヒドロゲナーゼ (受容体) (1.1.99.22)
C12Y101/99024	ヒドロキシ酸オキソ酸トランスヒドロゲナーゼ (1.1.99.24)
C12Y101/99026	3-ヒドロキシシクロヘキサノンデヒドロゲナーゼ (1.1.99.26)
C12Y101/99027	(R)-パントラクトンデヒドロゲナーゼ (フラビン) (1.1.99.27)
C12Y101/99028	グルコースフルクトースオキシドレダクターゼ (1.1.99.28)
C12Y101/99029	ピラノースデヒドロゲナーゼ (受容体) (1.1.99.29)
C12Y101/9903	2-オキソ酸レダクターゼ (1.1.99.30)
C12Y101/99031	(S)-マンデル酸デヒドロゲナーゼ (1.1.99.31)
C12Y101/99032	L-ソルボースデヒドロゲナーゼ (1.1.99.32)
C12Y101/99033	ギ酸デヒドロゲナーゼ(受容体) (1.1.99.33)
C12Y101/99035	可溶性キノンタンパク質グルコースデヒドロゲナーゼ (1.1.99.35)
C12Y101/99036	NDMA-依存性アルコールデヒドロゲナーゼ (1.1.99.36)
C12Y101/99037	NDMA-依存性メタノールデヒドロゲナーゼ (1.1.99.37)
C12Y101/99038	
C12Y102/00	アルデヒドまたはケトンを電子供与体とする (1.2)
C12Y102/01	NADまたはNADPが電子受容体 (1.2.1)
C12Y102/01001	ホルムアルデヒドデヒドロゲナーゼ（グルタチオン） (1.2.1.1)
C12Y102/01002	ギ酸デヒドロゲナーゼ (1.2.1.2)
C12Y102/01003	アルデヒドデヒドロゲナーゼ (NAD+) (1.2.1.3)
C12Y102/01004	アルデヒドデヒドロゲナーゼ (NADP+) (1.2.1.4)
C12Y102/01005	アルデヒドデヒドロゲナーゼ (NAD(P)+) (1.2.1.5)
C12Y102/01007	ベンズアルデヒドデヒドロゲナーゼ (NADP+) (1.2.1.7)
C12Y102/01008	ベタインアルデヒドデヒドロゲナーゼ (1.2.1.8)
C12Y102/01009	グリセルアルデヒド-3-リン酸デヒドロゲナーゼ (NADP+) (1.2.1.9)
C12Y102/0101	アセトアルデヒドデヒドロゲナーゼ (アセチル化) (1.2.1.10)
C12Y102/01011	アスパラギン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.11)
C12Y102/01012	グリセルアルデヒド-3-リン酸デヒドロゲナーゼ (リン酸化) (1.2.1.12)
C12Y102/01013	グリセルアルデヒド-3-リン酸デヒドロゲナーゼ (NADP+) (リン酸化) (1.2.1.13)
C12Y102/01015	マロン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.15)
C12Y102/01016	コハク酸セミアルデヒドデヒドロゲナーゼ (NAD(P)+) (1.2.1.16)
C12Y102/01017	グリオキシル酸デヒドロゲナーゼ (アシル化) (1.2.1.17)
C12Y102/01018	マロン酸セミアルデヒドデヒドロゲナーゼ (アセチル化) (1.2.1.18)
C12Y102/01019	アミノブチルアルデヒドデヒドロゲナーゼ (1.2.1.19)
C12Y102/0102	グルタル酸セミアルデヒドデヒドロゲナーゼ (1.2.1.20)
C12Y102/01021	グリコールアルデヒドデヒドロゲナーゼ (1.2.1.21)
C12Y102/01022	ラクトアルデヒドデヒドロゲナーゼ (1.2.1.22)
C12Y102/01023	2-オキソアルデヒドデヒドロゲナーゼ (NAD+) (1.2.1.23)
C12Y102/01024	コハク酸セミアルデヒドデヒドロゲナーゼ (1.2.1.24)
C12Y102/01025	2-オキソイソ吉草酸デヒドロゲナーゼ (アシル化) (1.2.1.25)
C12Y102/01026	2,5-ジオキソ吉草酸デヒドロゲナーゼ (1.2.1.26)
C12Y102/01027	メチルマロン酸セミアルデヒドデヒドロゲナーゼ (アシル化) (1.2.1.27)
C12Y102/01028	ベンズアルデヒドデヒドロゲナーゼ (NAD+) (1.2.1.28)
C12Y102/01029	アリールアルデヒドデヒドロゲナーゼ (1.2.1.29)
C12Y102/0103	アリールアルデヒドデヒドロゲナーゼ (NADP+) (1.2.1.30)
C12Y102/01031	L-アミノアジピン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.31)
C12Y102/01032	アミノムコン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.32)
C12Y102/01033	(R)-デヒドロパントイン酸デヒドロゲナーゼ (1.2.1.33)
C12Y102/01036	レチナールデヒドロゲナーゼ (1.2.1.36)
C12Y102/01038	N-アセチル-γ-グルタミルリン酸レダクターゼ (1.2.1.38)
C12Y102/01039	フェニルアセトアルデヒドデヒドロゲナーゼ (1.2.1.39)
C12Y102/01041	グルタミン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.41)
C12Y102/01042	ヘキサデカナールデヒドロゲナーゼ (アシル化) (1.2.1.42)
C12Y102/01043	ギ酸デヒドロゲナーゼ (NADP+) (1.2.1.43)
C12Y102/01044	シンナモイルCoAレダクターゼ (1.2.1.44)
C12Y102/01046	ホルムアルデヒドデヒドロゲナーゼ (1.2.1.46)
C12Y102/01047	4-トリメチルアンモニオブチルアルデヒドデヒドロゲナーゼ (1.2.1.47)
C12Y102/01048	長鎖アルデヒドデヒドロゲナーゼ (1.2.1.48)
C12Y102/01049	2-オキソアルデヒドデヒドロゲナーゼ (NADP+) (1.2.1.49)
C12Y102/0105	長鎖脂肪酸アシルCoAレダクターゼ (1.2.1.50)
C12Y102/01051	ピルビン酸デヒドロゲナーゼ (NADP+) (1.2.1.51)
C12Y102/01052	オキソグルタル酸デヒドロゲナーゼ (NADP+) (1.2.1.52)
C12Y102/01053	4-ヒドロキシフェニルアセトアルデヒドデヒドロゲナーゼ (1.2.1.53)
C12Y102/01054	γ-グアニジノブチルアルデヒドデヒドロゲナーゼ (1.2.1.54)
C12Y102/01057	ブタナールデヒドロゲナーゼ (1.2.1.57)
C12Y102/01058	フェニルグリオキシル酸デヒドロゲナーゼ (アシル化) (1.2.1.58)
C12Y102/01059	グリセルアルデヒド-3-リン酸デヒドロゲナーゼ (NAD(P)+) (リン酸化) (1.2.1.59)
C12Y102/0106	5-カルボキシメチル-2-ヒドロキシムコン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.60)
C12Y102/01061	4-ヒドロキシムコン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.61)
C12Y102/01062	4-ホルミルベンゼンスルホン酸デヒドロゲナーゼ (1.2.1.62)
C12Y102/01063	6-オキソヘキサン酸デヒドロゲナーゼ (1.2.1.63)
C12Y102/01064	4-ヒドロキシベンズアルデヒドデヒドロゲナーゼ (1.2.1.64)
C12Y102/01065	サリチルアルデヒドデヒドロゲナーゼ (1.2.1.65)
C12Y102/01067	バニリンデヒドロゲナーゼ (1.2.1.67)
C12Y102/01068	コニフェリルアルデヒドデヒドロゲナーゼ (1.2.1.68)
C12Y102/01069	フルオロアセトアルデヒドデヒドロゲナーゼ (1.2.1.69)
C12Y102/0107	グルタミル-tRNAレダクターゼ (1.2.1.70)
C12Y102/01071	スクシニルグルタミン酸セミアルデヒドデヒドロゲナーゼ (1.2.1.71)
C12Y102/01072	エリトロース-4-リン酸デヒドロゲナーゼ (1.2.1.72)
C12Y102/01073	スルホアセトアルデヒドデヒドロゲナーゼ (1.2.1.73)
C12Y102/01074	アビエタジエナールデヒドロゲナーゼ (1.2.1.74)
C12Y102/01075	マロニルCoAレダクターゼ (マロン酸セミアルデヒド形成) (1.2.1.75)
C12Y102/01076	コハク酸セミアルデヒドデヒドロゲナーゼ (アセチル化) (1.2.1.76)
C12Y102/01077	3,4-デヒドロアジピルCoAセミアルデヒドデヒドデヒドロゲナーゼ (NADP+) (1.2.1.77)
C12Y102/01078	2-ホルミル安息香酸デヒドロゲナーゼ (1.2.1.78)
C12Y102/01079	コハク酸セミアルデヒドデヒドロゲナーゼ (NADP+) (1.2.1.79)
C12Y102/0108	長鎖アシル(アシル輸送タンパク質)レダクターゼ (1.2.1.80)
C12Y102/01081	スルホアセトアルデヒドデヒドロゲナーゼ（アシル化） (1.2.1.81)
C12Y102/01082	β-apo-4'-カロテナールオキシゲナーゼ (1.2.1.82)
C12Y102/01083	
C12Y102/01084	
C12Y102/01085	
C12Y102/01086	
C12Y102/02	シトクロムが電子受容体 (1.2.2)
C12Y102/02001	ギ酸デヒドロゲナーゼ (シトクロム) (1.2.2.1)
C12Y102/02003	ギ酸デヒドロゲナーゼ (シトクロムc-553) (1.2.2.3)
C12Y102/02004	一酸化炭素デヒドロゲナーゼ (シトクロムb-561) (1.2.2.4)
C12Y102/03	酸素が電子受容体 (1.2.3)
C12Y102/03001	アルデヒドオキシダーゼ (1.2.3.1)
C12Y102/03003	ピルビン酸オキシダーゼ (1.2.3.3)
C12Y102/03004	シュウ酸オキシダーゼ (1.2.3.4)
C12Y102/03005	グリオキシル酸オキシダーゼ (1.2.3.5)
C12Y102/03006	ピルビン酸オキシダーゼ (CoA-アセチル化) (1.2.3.6)
C12Y102/03007	インドール-3-アセトアルデヒドオキシダーゼ (1.2.3.7)
C12Y102/03008	ピリドキサールオキシダーゼ (1.2.3.8)
C12Y102/03009	アリールアルデヒドオキシダーゼ (1.2.3.9)
C12Y102/03013	4-ヒドロキシフェニルピルビン酸オキシダーゼ (1.2.3.13)
C12Y102/03014	アブシシンアルデヒドオキシダーゼ (1.2.3.14)
C12Y102/04	ジスルフィドが電子受容体 (1.2.4)
C12Y102/04001	ピルビン酸デヒドロゲナーゼ (アセチル基転移) (1.2.4.1)
C12Y102/04002	オキソグルタル酸デヒドロゲナーゼ (スクシニル基転移) (1.2.4.2)
C12Y102/04004	3-メチル-2-オキソブタン酸デヒドロゲナーゼ (2-メチルプロパノイル基転移) (1.2.4.4)
C12Y102/05	キノンまたは類似化合物が電子受容体 (1.2.5)
C12Y102/05001	ピルビン酸デヒドロゲナーゼ (キノン) (1.2.5.1)
C12Y102/07	鉄硫黄タンパク質が電子受容体 (1.2.7)
C12Y102/07001	ピルビン酸シンターゼ (1.2.7.1)
C12Y102/07002	2-オキソ酪酸シンターゼ (1.2.7.2)
C12Y102/07003	2-オキソグルタル酸シンターゼ (1.2.7.3)
C12Y102/07004	一酸化炭素デヒドロゲナーゼ (フェレドキシン) (1.2.7.4)
C12Y102/07005	アルデヒドフェレドキシンオキシドレダクターゼ (1.2.7.5)
C12Y102/07006	グリセルアルデヒド-3-リン酸デヒドロゲナーゼ (フェレドキシン) (1.2.7.6)
C12Y102/07007	3-メチル-2-オキソブタン酸デヒドロゲナーゼ (フェレドキシン) (1.2.7.7)
C12Y102/07008	インドールピルビン酸フェレドキシンオキシドレダクターゼ (1.2.7.8)
C12Y102/0701	シュウ酸オキシドレダクターゼ (1.2.7.10)
C12Y102/99	その他の電子受容体を用いる (1.2.99)
C12Y102/99002	一酸化炭素デヒドロゲナーゼ (受容体) (1.2.99.2)
C12Y102/99003	アルデヒドデヒドロゲナーゼ (ピロロキノリンキノン) (1.2.99.3)
C12Y102/99004	ホルムアルデヒドジスムターゼ (1.2.99.4)
C12Y102/99005	ホルミルメタノフランデヒドロゲナーゼ (1.2.99.5)
C12Y102/99006	カルボン酸レダクターゼ (1.2.99.6)
C12Y102/99007	アルデヒドデヒドロゲナーゼ (FAD非依存) (1.2.99.7)
C12Y103/00	CH-CH結合を電子供与体とする (1.3)
C12Y103/01	NADまたはNADPが電子受容体 (1.3.1)
C12Y103/01001	ジヒドロウラシルデヒドロゲナーゼ (NAD+) (1.3.1.1)
C12Y103/01002	ジヒドロピリミジンデヒドロゲナーゼ (NADP+) (1.3.1.2)
C12Y103/01003	Δ4-3-オキソステロイド-5β-レダクターゼ (1.3.1.3)
C12Y103/01005	ククルビタシン-Δ23-レダクターゼ (1.3.1.5)
C12Y103/01006	フマル酸レダクターゼ (NADH) (1.3.1.6)
C12Y103/01007	meso-酒石酸デヒドロゲナーゼ (1.3.1.7)
C12Y103/01008	アシルCoAデヒドロゲナーゼ (NADP+) (1.3.1.8)
C12Y103/01009	エノイル(アシル輸送タンパク質)レダクターゼ (NADH) (1.3.1.9)
C12Y103/0101	エノイル(アシル輸送タンパク質)レダクターゼ (NADPH, B-特異的) (1.3.1.10)
C12Y103/01011	2-クマル酸レダクターゼ (1.3.1.11)
C12Y103/01012	プレフェン酸デヒドロゲナーゼ (1.3.1.12)
C12Y103/01013	プレフェン酸デヒドロゲナーゼ (NADP+) (1.3.1.13)
C12Y103/01014	オロト酸レダクターゼ (NADH) (1.3.1.14)
C12Y103/01015	オロト酸レダクターゼ (NADPH) (1.3.1.15)
C12Y103/01016	β-ニトロアクリル酸レダクターゼ (1.3.1.16)
C12Y103/01017	3-メチレンオキシインドールレダクターゼ (1.3.1.17)
C12Y103/01018	キヌレン酸-7,8-ジヒドロジオールデヒドロゲナーゼ (1.3.1.18)
C12Y103/01019	cis-1,2-ジヒドロベンゼン-1,2-ジオールデヒドロゲナーゼ (1.3.1.19)
C12Y103/0102	trans-1,2-ジヒドロベンゼン-1,2-ジオールデヒドロゲナーゼ (1.3.1.20)
C12Y103/01021	7-デヒドロコレステロールレダクターゼ (1.3.1.21)
C12Y103/01022	コレステノン-5α-レダクターゼ (1.3.1.22)
C12Y103/01024	ビリベルジンレダクターゼ (1.3.1.24)
C12Y103/01025	1,6-ジヒドロキシシクロヘキサ-2,4-ジエン-1-カルボン酸デヒドロゲナーゼ (1.3.1.25)
C12Y103/01026	ジヒドロジピコリン酸レダクターゼ (1.3.1.26)
C12Y103/01027	2-ヘキサデセナールレダクターゼ (1.3.1.27)
C12Y103/01028	2,3-ジヒドロ-2,3-ジヒドロキシ安息香酸デヒドロゲナーゼ (1.3.1.28)
C12Y103/01029	cis-1,2-ジヒドロ-1,2-ジヒドロキシナフタレンデヒドロゲナーゼ (1.3.1.29)
C12Y103/01031	2-エン酸レダクターゼ (1.3.1.31)
C12Y103/01032	マレイル酢酸レダクターゼ (1.3.1.32)
C12Y103/01033	プロトクロロフィリドレダクターゼ (1.3.1.33)
C12Y103/01034	2,4-ジエノイルCoAレダクターゼ (NADPH) (1.3.1.34)
C12Y103/01035	ホスファチジルコリンデサチュラーゼ (1.3.1.35)
C12Y103/01036	ガイソシジンデヒドロゲナーゼ (1.3.1.36)
C12Y103/01037	cis-2-エノイルCoAレダクターゼ (NADPH) (1.3.1.37)
C12Y103/01038	trans-2-エノイルCoAレダクターゼ (NADPH) (1.3.1.38)
C12Y103/01039	エノイル(アシル輸送タンパク質)レダクターゼ (NADPH, A-特異的) (1.3.1.39)
C12Y103/0104	2-ヒドロキシ-6-オキソ-6-フェニルヘキサ-2,4-ジエン酸レダクターゼ (1.3.1.40)
C12Y103/01041	キサントンマチンレダクターゼ (1.3.1.41)
C12Y103/01042	12-オキソフィトジエン酸レダクターゼ (1.3.1.42)
C12Y103/01043	アロゲン酸デヒドロゲナーゼ (1.3.1.43)
C12Y103/01044	trans-2-エノイルCoAレダクターゼ (NAD+) (1.3.1.44)
C12Y103/01045	2'-ヒドロキシイソフラボンレダクターゼ (1.3.1.45)
C12Y103/01046	ビオカニンAレダクターゼ (1.3.1.46)
C12Y103/01047	α-サントニン-1,2-レダクターゼ (1.3.1.47)
C12Y103/01048	15-オキソプロスタグランジン-13-オキシダーゼ (1.3.1.48)
C12Y103/01049	cis-3,4-ジヒドロフェナントレン-3,4-ジオールデヒドロゲナーゼ (1.3.1.49)
C12Y103/01051	2'-ヒドロキシダイゼインレダクターゼ (1.3.1.51)
C12Y103/01053	(3S,4R)-3,4-ジヒドロキシシクロヘキサ-1,5-ジエン-1,4-ジカルボン酸デヒドロゲナーゼ (1.3.1.53)
C12Y103/01054	プレコリン6Aレダクターゼ (1.3.1.54)
C12Y103/01056	cis-2,3-ジヒドロビフェニル-2,3-ジオールデヒドロゲナーゼ (1.3.1.56)
C12Y103/01057	フロログルシノールレダクターゼ (1.3.1.57)
C12Y103/01058	2,3-ジヒドロキシ-2,3-ジヒドロ-p-クミン酸デヒドロゲナーゼ (1.3.1.58)
C12Y103/0106	ジベンゾチオフェンジヒドロジオールデヒドロゲナーゼ (1.3.1.60)
C12Y103/01062	ピメロイルCoAデヒドロゲナーゼ (1.3.1.62)
C12Y103/01063	2,4-ジクロロベンゾイルCoAレダクターゼ (1.3.1.63)
C12Y103/01064	フタル酸-4,5-cis-ジヒドロジオールデヒドロゲナーゼ (1.3.1.64)
C12Y103/01065	5,6-ジヒドロキシ-3-メチル-2-オキソ-1,2,5,6-テトラヒドロキノリンデヒドロゲナーゼ (1.3.1.65)
C12Y103/01066	cis-ジヒドロエチルカテコールデヒドロゲナーゼ (1.3.1.66)
C12Y103/01067	cis-1,2-ジヒドロキシ-4-メチルシクロヘキサ-3,5-ジエン-1-カルボン酸デヒドロゲナーゼ (1.3.1.67)
C12Y103/01068	1,2-ジヒドロキシ-6-メチルシクロヘキサ-3,5-ジエンカルボン酸デヒドロゲナーゼ (1.3.1.68)
C12Y103/01069	ゼアチンレダクターゼ (1.3.1.69)
